code,indice
U63885,429
U57923,430
U9257,431
U69467,432
U74245,433
U80429,434
U6901,435
U24871,436
U13747,437
U55134,438
U77691,439
U4613,440
U56731,441
U63298,442
U786,443
U85284,444
U486,445
U80308,446
U21938,447
U86972,448
U75500,449
U54940,450
U42981,451
U58286,452
U85394,453
U27986,454
U64690,455
U81156,456
U4101,457
U34947,458
U91534,459
U22461,460
U55245,461
U7883,462
U18460,463
U63858,464
U40817,465
U39712,466
U15519,467
U46642,468
U1826,469
U33835,470
U28878,471
U73283,472
U61838,473
U3561,474
U20576,475
U91888,476
U70115,477
U92225,478
U30285,479
U21373,480
U15497,481
U92106,482
U32798,483
U82117,484
U67515,485
U74190,486
U27638,487
U5530,488
U94024,489
U82714,490
U78664,491
U19216,492
U90525,493
U92286,494
U41926,495
U32340,496
U56735,497
U72215,498
U7212,499
U91848,500
U68720,501
U51431,502
U63052,503
U23387,504
U83658,505
U84982,506
U7412,507
U75840,508
U66195,509
U8237,510
U26390,511
U81060,512
U30375,513
U9093,514
U43044,515
U48782,516
U33863,517
U1682,518
U69171,519
U8001,520
U45218,521
U40543,522
U10105,523
U2593,524
U2577,525
U17236,526
U33195,527
U28145,528
U50781,529
U65793,530
U374,531
U90969,532
U68354,533
U8707,534
U82257,535
U406,536
U42847,537
U45709,538
U55696,539
U86819,540
U28702,541
U59502,542
U82376,543
U14411,544
U69959,545
U59118,546
U27490,547
U29296,548
U16401,549
U83869,550
U67712,551
U2978,552
U28730,553
U88987,554
U20745,555
U48826,556
U60769,557
U68131,558
U76218,559
U2935,560
U139,561
U68937,562
U18432,563
U31657,564
U83783,565
U77851,566
U72334,567
U42654,568
U73095,569
U6320,570
U63603,571
U75481,572
U63956,573
U50811,574
U16281,575
U81526,576
U82893,577
U91901,578
U9273,579
U89962,580
U23491,581
U42227,582
U88935,583
U93693,584
U73462,585
U74068,586
U83302,587
U54347,588
U30347,589
U84793,590
U82430,591
U62898,592
U84788,593
U3699,594
U32060,595
U93714,596
U58153,597
U18189,598
U47411,599
U35205,600
U73972,601
U50235,602
U28195,603
U71473,604
U11736,605
U74825,606
U44734,607
U70589,608
U29130,609
U50762,610
U66285,611
U66026,612
U64580,613
U60511,614
U40418,615
U93234,616
U39364,617
U52603,618
U86154,619
U28293,620
U56630,621
U73078,622
U16309,623
U20601,624
U10697,625
U20188,626
U44846,627
U40577,628
U84411,629
U726,630
U60743,631
U65542,632
U33969,633
U57492,634
U23994,635
U5137,636
U90497,637
U84402,638
U74306,639
U802,640
U72521,641
U9462,642
U10987,643
U46943,644
U66989,645
U29228,646
U28406,647
U84812,648
U56309,649
U44128,650
U17254,651
U82068,652
U91286,653
U17616,654
U78667,655
U53578,656
U89808,657
U51326,658
U84789,659
U30017,660
U68741,661
U415,662
U6270,663
U61274,664
U84372,665
U86152,666
U71364,667
U71658,668
U26075,669
U25161,670
U33756,671
U3154,672
U15231,673
U71541,674
U28888,675
U62484,676
U92415,677
U30957,678
U44768,679
U44334,680
U90431,681
U86832,682
U67726,683
U54875,684
U59082,685
U52546,686
U57376,687
U27111,688
U80724,689
U87295,690
U45451,691
U40860,692
U8482,693
U84499,694
U36253,695
U79048,696
U15919,697
U27328,698
U25721,699
U93861,700
U12956,701
U87355,702
U47389,703
U69086,704
U9502,705
U77323,706
U29642,707
U55313,708
U52432,709
U63109,710
U22486,711
U87765,712
U82275,713
U30125,714
U85108,715
U62327,716
U39115,717
U77153,718
U5918,719
U36203,720
U33000,721
U74007,722
U53111,723
U38959,724
U42394,725
U36632,726
U7440,727
U74459,728
U73328,729
U1621,730
U41428,731
U55932,732
U68444,733
U32411,734
U54583,735
U33819,736
U92486,737
U82978,738
U27779,739
U47168,740
U34963,741
U55943,742
U32222,743
U35109,744
U79116,745
U57891,746
U18491,747
U3997,748
U58092,749
U92345,750
U6066,751
U33671,752
U17094,753
U24805,754
U28213,755
U15801,756
U86702,757
U74254,758
U13130,759
U4808,760
U83221,761
U85043,762
U45713,763
U38023,764
U82236,765
U30260,766
U70879,767
U34095,768
U15624,769
U85973,770
U35510,771
U67407,772
U30811,773
U46437,774
U82579,775
U11243,776
U26458,777
U84880,778
U56560,779
U1028,780
U20859,781
U44691,782
U78334,783
U59117,784
U18358,785
U58197,786
U36146,787
U34567,788
U65873,789
U34238,790
U80248,791
U69453,792
U92705,793
U15600,794
U29786,795
U57409,796
U61054,797
U243,798
U67309,799
U63200,800
U41925,801
U91010,802
U25001,803
U30191,804
U9045,805
U40604,806
U27334,807
U8672,808
U10078,809
U66197,810
U80988,811
U22115,812
U83152,813
U57222,814
U48492,815
U13599,816
U67455,817
U55272,818
U62766,819
U4169,820
U34252,821
U76420,822
U81963,823
U5682,824
U65749,825
U85218,826
U38884,827
U86372,828
U75231,829
U43542,830
U30586,831
U46703,832
U28879,833
U43776,834
U61616,835
U15558,836
U44899,837
U17849,838
U79654,839
U83564,840
U25073,841
U49299,842
U57743,843
U76845,844
U18922,845
U9269,846
U79525,847
U61126,848
U6910,849
U33038,850
U65531,851
U51987,852
U82206,853
U40842,854
U60260,855
U20487,856
U55942,857
U91244,858
U4786,859
U66526,860
U5852,861
U9562,862
U24125,863
U39548,864
U49232,865
U87716,866
U61655,867
U51621,868
U11997,869
U56177,870
U53465,871
U23468,872
U90675,873
U43421,874
U29482,875
U32996,876
U17400,877
U72214,878
U26493,879
U26565,880
U80097,881
U31173,882
U50242,883
U84306,884
U9811,885
U2668,886
U44459,887
U52920,888
U32715,889
U62470,890
U17018,891
U53487,892
U33166,893
U88354,894
U20293,895
U68249,896
U79286,897
U76840,898
U26294,899
U56355,900
U9579,901
U46126,902
U1202,903
U27720,904
U46840,905
U52322,906
U48314,907
U43705,908
U89194,909
U52201,910
U2191,911
U29904,912
U47528,913
U32896,914
U37132,915
U93195,916
U14489,917
U40288,918
U3290,919
U83475,920
U68653,921
U21505,922
U34678,923
U47840,924
U64245,925
U77056,926
U20521,927
U86431,928
U70616,929
U13699,930
U9227,931
U57288,932
U24985,933
U28967,934
U73325,935
U32608,936
U93276,937
U79743,938
U14832,939
U46222,940
U50423,941
U11340,942
U66034,943
U2098,944
U38127,945
U63179,946
U23311,947
U55675,948
U87091,949
U18100,950
U37294,951
U43059,952
U85902,953
U40484,954
U6949,955
U91548,956
U59247,957
U33147,958
U37069,959
U11858,960
U68137,961
U68611,962
U87677,963
U57388,964
U12027,965
U80399,966
U63856,967
U4293,968
U89753,969
U2337,970
U91916,971
U77479,972
U56435,973
U29659,974
U62102,975
U59967,976
U36992,977
U41950,978
U77819,979
U15241,980
U76294,981
U27947,982
U64141,983
U87671,984
U87867,985
U48612,986
U37103,987
U8160,988
U6521,989
U11843,990
U25381,991
U49515,992
U38165,993
U29468,994
U31953,995
U75467,996
U42054,997
U18656,998
U37722,999
U45261,1000
U57600,1001
U81334,1002
U65257,1003
U22611,1004
U33309,1005
U39738,1006
U64546,1007
U23811,1008
U70528,1009
U34895,1010
U7374,1011
U29892,1012
U78785,1013
U8195,1014
U70882,1015
U90239,1016
U13107,1017
U35413,1018
U61253,1019
U41391,1020
U65881,1021
U39527,1022
U89513,1023
U10384,1024
U89087,1025
U52476,1026
U37789,1027
U33898,1028
U93852,1029
U12001,1030
U47362,1031
U8716,1032
U16144,1033
U35521,1034
U70489,1035
U72386,1036
U75757,1037
U8298,1038
U36910,1039
U90179,1040
U16935,1041
U82129,1042
U37892,1043
U93865,1044
U89264,1045
U33445,1046
U65646,1047
U19582,1048
U78409,1049
U82429,1050
U163,1051
U62608,1052
U5964,1053
U5930,1054
U35355,1055
U15420,1056
U57623,1057
U40177,1058
U37301,1059
U80208,1060
U70325,1061
U72622,1062
U29284,1063
U49209,1064
U31985,1065
U56090,1066
U27969,1067
U46671,1068
U9118,1069
U72498,1070
U92665,1071
U15124,1072
U76873,1073
U56079,1074
U85199,1075
U90845,1076
U66795,1077
U34516,1078
U73976,1079
U68557,1080
U32438,1081
U10305,1082
U34824,1083
U73557,1084
U34526,1085
U63341,1086
U7268,1087
U59630,1088
U19644,1089
U2806,1090
U55393,1091
U62415,1092
U27955,1093
U27218,1094
U65433,1095
U92780,1096
U54011,1097
U33641,1098
U78453,1099
U25411,1100
U15479,1101
U12583,1102
U14641,1103
U46359,1104
U57383,1105
U7003,1106
U43821,1107
U36394,1108
U49780,1109
U9057,1110
U37361,1111
U20426,1112
U56964,1113
U71046,1114
U86726,1115
U75502,1116
U40348,1117
U92060,1118
U66516,1119
U6933,1120
U67298,1121
U7388,1122
U91471,1123
U86766,1124
U77557,1125
U83097,1126
U36995,1127
U7559,1128
U56805,1129
U20998,1130
U89303,1131
U64472,1132
U25351,1133
U11836,1134
U26444,1135
U46220,1136
U13655,1137
U14748,1138
U83588,1139
U28212,1140
U81480,1141
U39080,1142
U39425,1143
U14480,1144
U54021,1145
U8586,1146
U8131,1147
U23852,1148
U7538,1149
U38465,1150
U24067,1151
U39529,1152
U26305,1153
U91817,1154
U12661,1155
U61425,1156
U69264,1157
U64189,1158
U80322,1159
U55483,1160
U45987,1161
U79196,1162
U6248,1163
U3610,1164
U15014,1165
U66534,1166
U55261,1167
U57415,1168
U20137,1169
U66106,1170
U92212,1171
U12332,1172
U9312,1173
U40160,1174
U12978,1175
U14053,1176
U43547,1177
U56850,1178
U39078,1179
U82467,1180
U27760,1181
U8458,1182
U76320,1183
U47360,1184
U28498,1185
U38437,1186
U75524,1187
U80225,1188
U13617,1189
U22874,1190
U88182,1191
U41208,1192
U28167,1193
U10774,1194
U21354,1195
U89427,1196
U74064,1197
U27424,1198
U14672,1199
U63221,1200
U87743,1201
U51533,1202
U81723,1203
U63032,1204
U6739,1205
U3976,1206
U86144,1207
U39195,1208
U1996,1209
U20946,1210
U9262,1211
U63043,1212
U48908,1213
U55380,1214
U76275,1215
U37947,1216
U63170,1217
U3357,1218
U45810,1219
U70921,1220
U33267,1221
U57924,1222
U91875,1223
U73126,1224
U26185,1225
U1647,1226
U30968,1227
U354,1228
U51923,1229
U55844,1230
U30198,1231
U88739,1232
U13601,1233
U33081,1234
U71062,1235
U14391,1236
U3842,1237
U55739,1238
U79094,1239
U2030,1240
U62090,1241
U15857,1242
U44811,1243
U54646,1244
U44921,1245
U67199,1246
U15233,1247
U68595,1248
U56677,1249
U25127,1250
U93732,1251
U81103,1252
U81620,1253
U72964,1254
U48404,1255
U13252,1256
U25617,1257
U53556,1258
U58482,1259
U67902,1260
U40344,1261
U84387,1262
U87961,1263
U33162,1264
U17207,1265
U6878,1266
U26284,1267
U38010,1268
U12091,1269
U4073,1270
U3327,1271
U39641,1272
U31834,1273
U38359,1274
U57763,1275
U69395,1276
U83337,1277
U93936,1278
U8599,1279
U83691,1280
U61614,1281
U16135,1282
U24591,1283
U78713,1284
U30608,1285
U4863,1286
U80625,1287
U71108,1288
U23878,1289
U13801,1290
U10675,1291
U67257,1292
U36919,1293
U67772,1294
U11941,1295
U27384,1296
U44141,1297
U47789,1298
U68685,1299
U83842,1300
U90141,1301
U21957,1302
U66372,1303
U59939,1304
U81196,1305
U84186,1306
U84221,1307
U72033,1308
U79543,1309
U57864,1310
U56157,1311
U60210,1312
U75600,1313
U56672,1314
U17885,1315
U23892,1316
U72707,1317
U76535,1318
U93224,1319
U16723,1320
U31823,1321
U18890,1322
U48301,1323
U78557,1324
U5999,1325
U84119,1326
U14623,1327
U69261,1328
U27010,1329
U86414,1330
U58522,1331
U93904,1332
U8242,1333
U26880,1334
U60262,1335
U75112,1336
U69538,1337
U869,1338
U79496,1339
U68675,1340
U53607,1341
U17147,1342
U35505,1343
U41285,1344
U11646,1345
U37128,1346
U2357,1347
U27912,1348
U68417,1349
U27528,1350
U70606,1351
U46724,1352
U89348,1353
U40431,1354
U67640,1355
U20341,1356
U3774,1357
U59983,1358
U28626,1359
U93005,1360
U30925,1361
U575,1362
U71470,1363
U85211,1364
U3352,1365
U93285,1366
U64834,1367
U48787,1368
U64065,1369
U36216,1370
U46228,1371
U16265,1372
U46543,1373
U61150,1374
U3092,1375
U49872,1376
U49462,1377
U75532,1378
U18983,1379
U38146,1380
U57038,1381
U34109,1382
U30592,1383
U25316,1384
U59105,1385
U47461,1386
U60439,1387
U88506,1388
U16066,1389
U81479,1390
U21207,1391
U19176,1392
U33721,1393
U86503,1394
U91232,1395
U42960,1396
U56465,1397
U14014,1398
U67668,1399
U71462,1400
U1123,1401
U513,1402
U34224,1403
U11990,1404
U77096,1405
U9659,1406
U82568,1407
U44687,1408
U60170,1409
U33260,1410
U77137,1411
U70383,1412
U21527,1413
U74388,1414
U58412,1415
U52235,1416
U15368,1417
U26683,1418
U35719,1419
U87486,1420
U39157,1421
U7926,1422
U10888,1423
U64672,1424
U72342,1425
U75095,1426
U35430,1427
U5751,1428
U20564,1429
U21720,1430
U73303,1431
U88005,1432
U54931,1433
U65218,1434
U41261,1435
U46406,1436
U43138,1437
U7202,1438
U71869,1439
U93892,1440
U12729,1441
U14165,1442
U45969,1443
U201,1444
U60529,1445
U63808,1446
U7269,1447
U37599,1448
U91185,1449
U58938,1450
U40522,1451
U20278,1452
U48932,1453
U19116,1454
U29699,1455
U41682,1456
U63925,1457
U30343,1458
U14098,1459
U84075,1460
U70111,1461
U63103,1462
U91703,1463
U54156,1464
U8279,1465
U18773,1466
U60699,1467
U61502,1468
U46195,1469
U86204,1470
U14609,1471
U83065,1472
U51733,1473
U39074,1474
U52784,1475
U76250,1476
U9429,1477
U36347,1478
U43368,1479
U26523,1480
U37397,1481
U78026,1482
U65156,1483
U11737,1484
U83765,1485
U52479,1486
U19895,1487
U31180,1488
U82320,1489
U16075,1490
U70140,1491
U2616,1492
U72344,1493
U59447,1494
U50153,1495
U51592,1496
U19812,1497
U32001,1498
U72569,1499
U4581,1500
U90152,1501
U72858,1502
U66337,1503
U58681,1504
U58147,1505
U75628,1506
U88352,1507
U33704,1508
U86927,1509
U44397,1510
U78157,1511
U1877,1512
U57464,1513
U53747,1514
U75440,1515
U1044,1516
U35485,1517
U28489,1518
U88338,1519
U73558,1520
U45032,1521
U63389,1522
U86597,1523
U59551,1524
U48054,1525
U52974,1526
U75291,1527
U70191,1528
U43819,1529
U46832,1530
U53030,1531
U81792,1532
U38199,1533
U14361,1534
U5065,1535
U8598,1536
U72209,1537
U59146,1538
U73088,1539
U76928,1540
U3445,1541
U15387,1542
U15826,1543
U89852,1544
U67454,1545
U50239,1546
U30936,1547
U21436,1548
U31848,1549
U7844,1550
U12551,1551
U72663,1552
U76221,1553
U33903,1554
U45891,1555
U78325,1556
U52483,1557
U29577,1558
U93751,1559
U48380,1560
U70381,1561
U63317,1562
U6828,1563
U57337,1564
U38281,1565
U22969,1566
U90423,1567
U66618,1568
U18617,1569
U16480,1570
U44370,1571
U429,1572
U30744,1573
U93618,1574
U16417,1575
U66537,1576
U1718,1577
U44201,1578
U58310,1579
U66147,1580
U32936,1581
U50152,1582
U27953,1583
U23120,1584
U90775,1585
U58852,1586
U70457,1587
U18488,1588
U54811,1589
U46647,1590
U65937,1591
U42898,1592
U73323,1593
U89394,1594
U56616,1595
U56126,1596
U36349,1597
U53837,1598
U62605,1599
U37353,1600
U34226,1601
U19032,1602
U35435,1603
U28129,1604
U81984,1605
U27870,1606
U36440,1607
U61329,1608
U20060,1609
U64567,1610
U85833,1611
U39724,1612
U67329,1613
U87761,1614
U39338,1615
U59042,1616
U2401,1617
U27019,1618
U82656,1619
U21593,1620
U50448,1621
U70986,1622
U9818,1623
U10877,1624
U72796,1625
U62234,1626
U32165,1627
U87941,1628
U71300,1629
U62087,1630
U11262,1631
U50039,1632
U78542,1633
U14292,1634
U53738,1635
U39306,1636
U24626,1637
U33321,1638
U19047,1639
U76926,1640
U45958,1641
U84849,1642
U4010,1643
U39876,1644
U90787,1645
U58215,1646
U1340,1647
U68705,1648
U1834,1649
U38417,1650
U7595,1651
U58036,1652
U76955,1653
U88759,1654
U58380,1655
U54332,1656
U87994,1657
U53558,1658
U40929,1659
U40363,1660
U40412,1661
U80355,1662
U23879,1663
U69168,1664
U46814,1665
U460,1666
U4669,1667
U5954,1668
U21228,1669
U40551,1670
U74537,1671
U27968,1672
U1296,1673
U41924,1674
U81829,1675
U7884,1676
U29741,1677
U69718,1678
U73790,1679
U63254,1680
U86308,1681
U34223,1682
U8370,1683
U15485,1684
U22940,1685
U6352,1686
U51985,1687
U69084,1688
U83228,1689
U14263,1690
U38354,1691
U78145,1692
U66911,1693
U16589,1694
U13426,1695
U8520,1696
U40466,1697
U55386,1698
U28237,1699
U52789,1700
U50596,1701
U69002,1702
U32117,1703
U30692,1704
U45184,1705
U90834,1706
U21197,1707
U39615,1708
U67203,1709
U67487,1710
U81218,1711
U23479,1712
U37854,1713
U11536,1714
U39579,1715
U30648,1716
U32451,1717
U58746,1718
U91611,1719
U8392,1720
U64733,1721
U74012,1722
U44820,1723
U5532,1724
U86724,1725
U72578,1726
U31052,1727
U85634,1728
U46602,1729
U18743,1730
U28300,1731
U37124,1732
U66326,1733
U14768,1734
U62623,1735
U67142,1736
U89441,1737
U41806,1738
U25337,1739
U3646,1740
U70627,1741
U80542,1742
U58407,1743
U79178,1744
U65982,1745
U4915,1746
U52058,1747
U31618,1748
U88448,1749
U64053,1750
U38984,1751
U18029,1752
U85347,1753
U78343,1754
U87240,1755
U80829,1756
U9064,1757
U28582,1758
U53018,1759
U28874,1760
U86145,1761
U10764,1762
U61878,1763
U11526,1764
U33612,1765
U58187,1766
U43056,1767
U32291,1768
U67402,1769
U32104,1770
U73588,1771
U65233,1772
U39454,1773
U70520,1774
U35321,1775
U231,1776
U53504,1777
U92372,1778
U39041,1779
U45128,1780
U5230,1781
U85504,1782
U13315,1783
U36259,1784
U69459,1785
U18609,1786
U72572,1787
U57584,1788
U80676,1789
U46221,1790
U50287,1791
U31321,1792
U62671,1793
U46379,1794
U23585,1795
U13903,1796
U46536,1797
U31103,1798
U88523,1799
U58715,1800
U74135,1801
U13209,1802
U15921,1803
U35842,1804
U30801,1805
U46945,1806
U28436,1807
U49091,1808
U33291,1809
U61210,1810
U5147,1811
U77225,1812
U82632,1813
U60537,1814
U84158,1815
U62125,1816
U22689,1817
U69899,1818
U57727,1819
U79875,1820
U29048,1821
U53432,1822
U3547,1823
U85268,1824
U52717,1825
U15121,1826
U61578,1827
U54070,1828
U91761,1829
U50552,1830
U19000,1831
U16821,1832
U75109,1833
U69804,1834
U64278,1835
U74998,1836
U52664,1837
U20682,1838
U61237,1839
U63834,1840
U17779,1841
U23890,1842
U3731,1843
U73970,1844
U19051,1845
U58348,1846
U35224,1847
U42575,1848
U36535,1849
U65927,1850
U78828,1851
U7662,1852
U70713,1853
U68538,1854
U55349,1855
U94015,1856
U69949,1857
U83237,1858
U64150,1859
U15202,1860
U73639,1861
U31220,1862
U14640,1863
U10145,1864
U8512,1865
U25947,1866
U3603,1867
U79563,1868
U32620,1869
U27480,1870
U17380,1871
U45999,1872
U16119,1873
U39183,1874
U81757,1875
U38885,1876
U2955,1877
U56417,1878
U73313,1879
U41820,1880
U68363,1881
U53488,1882
U44821,1883
U73226,1884
U87461,1885
U2778,1886
U90466,1887
U10572,1888
U77212,1889
U16192,1890
U4239,1891
U7977,1892
U10427,1893
U56693,1894
U9736,1895
U48979,1896
U10926,1897
U51750,1898
U86570,1899
U50937,1900
U81909,1901
U46269,1902
U27942,1903
U19353,1904
U83792,1905
U59847,1906
U51218,1907
U16818,1908
U73996,1909
U89790,1910
U2773,1911
U33710,1912
U10364,1913
U65733,1914
U27641,1915
U87812,1916
U19451,1917
U65563,1918
U32348,1919
U71847,1920
U79857,1921
U53730,1922
U77930,1923
U85317,1924
U61863,1925
U10550,1926
U84890,1927
U37853,1928
U56589,1929
U79097,1930
U27588,1931
U69843,1932
U79369,1933
U6670,1934
U32040,1935
U57073,1936
U86974,1937
U34266,1938
U34478,1939
U72086,1940
U7368,1941
U37861,1942
U64763,1943
U16687,1944
U20311,1945
U24659,1946
U24801,1947
U82738,1948
U10098,1949
U2581,1950
U18023,1951
U70460,1952
U6278,1953
U40371,1954
U40938,1955
U86672,1956
U48291,1957
U71595,1958
U41662,1959
U11623,1960
U6797,1961
U58477,1962
U77883,1963
U1373,1964
U42825,1965
U73068,1966
U28172,1967
U17530,1968
U42076,1969
U38256,1970
U13604,1971
U21421,1972
U87139,1973
U2351,1974
U54620,1975
U11894,1976
U48382,1977
U51352,1978
U7633,1979
U66882,1980
U57723,1981
U13933,1982
U83458,1983
U40756,1984
U66581,1985
U44467,1986
U14124,1987
U61544,1988
U18547,1989
U86826,1990
U42085,1991
U21474,1992
U83872,1993
U50310,1994
U68812,1995
U46646,1996
U39588,1997
U12907,1998
U80743,1999
U40644,2000
U5847,2001
U50604,2002
U27470,2003
U21299,2004
U87198,2005
U2659,2006
U20702,2007
U70026,2008
U4593,2009
U28574,2010
U34518,2011
U38633,2012
U63153,2013
U47412,2014
U73426,2015
U22655,2016
U32693,2017
U61348,2018
U15859,2019
U80271,2020
U74580,2021
U85312,2022
U77657,2023
U88458,2024
U41992,2025
U37287,2026
U31979,2027
U72599,2028
U93719,2029
U24987,2030
U93020,2031
U32678,2032
U93964,2033
U14608,2034
U76117,2035
U25057,2036
U66165,2037
U562,2038
U19364,2039
U24556,2040
U35754,2041
U66656,2042
U3207,2043
U92790,2044
U32082,2045
U74269,2046
U59911,2047
U53156,2048
U88430,2049
U1529,2050
U25292,2051
U69585,2052
U80364,2053
U73408,2054
U74924,2055
U51417,2056
U84891,2057
U58653,2058
U29811,2059
U27081,2060
U41793,2061
U61734,2062
U54966,2063
U14627,2064
U21398,2065
U37217,2066
U76231,2067
U59232,2068
U40845,2069
U77896,2070
U48520,2071
U82888,2072
U18019,2073
U65459,2074
U75844,2075
U8047,2076
U69229,2077
U70449,2078
U7010,2079
U56234,2080
U36831,2081
U66785,2082
U5358,2083
U11984,2084
U87090,2085
U32322,2086
U55383,2087
U73439,2088
U65019,2089
U77865,2090
U5866,2091
U9857,2092
U60596,2093
U8570,2094
U82981,2095
U53875,2096
U21229,2097
U20582,2098
U67646,2099
U83727,2100
U2304,2101
U73563,2102
U803,2103
U92954,2104
U18659,2105
U55092,2106
U1612,2107
U74184,2108
U90855,2109
U72925,2110
U56138,2111
U58017,2112
U19304,2113
U48288,2114
U45664,2115
U18268,2116
U55463,2117
U54920,2118
U8740,2119
U9965,2120
U42229,2121
U27259,2122
U60116,2123
U47271,2124
U41401,2125
U12386,2126
U47907,2127
U88248,2128
U4888,2129
U6882,2130
U90981,2131
U5116,2132
U37033,2133
U24769,2134
U25075,2135
U40365,2136
U57480,2137
U81459,2138
U69068,2139
U41505,2140
U13784,2141
U79235,2142
U80904,2143
U69690,2144
U76150,2145
